,date,code,open,high,low,close,preclose,volume,amount,turn,pctChg,peTTM,pbMRQ,psTTM,pcfNcfTTM,open_delay,close_delay,high_delay,low_delay,pctChg_delay,date_delay
21,2015-02-03,sh.600519,177.48,178.65,176.2,178.37,174.82,2779280,493512560.0,0.24337,2.0307,13.800901,4.179234,6.520121,356.406178,183.0,183.96,185.7,181.11,0.9549,2015-02-25
22,2015-02-04,sh.600519,179.15,182.08,177.0,177.25,178.37,3529371,634135328.0,0.309052,-0.6279,13.714244,4.152993,6.479181,354.168275,183.8,186.64,188.39,183.55,1.4568,2015-02-26
23,2015-02-05,sh.600519,178.97,180.9,174.0,174.05,177.25,4123962,735861120.0,0.361118,-1.8054,13.466652,4.078016,6.362208,347.774263,186.9,191.05,194.5,186.8,2.3628,2015-02-27
24,2015-02-06,sh.600519,174.64,176.5,173.6,174.6,174.05,3710238,648205632.0,0.32489,0.316,13.509207,4.090903,6.382313,348.873234,190.8,190.73,193.8,189.0,-0.1675,2015-03-02
25,2015-02-09,sh.600519,175.77,185.1,175.0,184.3,174.6,8729358,1584342288.0,0.764393,5.5556,14.259719,4.318175,6.736886,368.25508,189.3,185.95,192.0,185.16,-2.5062,2015-03-03
26,2015-02-10,sh.600519,184.8,185.2,181.45,182.88,184.3,5363887,984795856.0,0.469693,-0.7705,14.14985,4.284904,6.684979,365.417738,186.99,187.19,188.01,184.6,0.6668,2015-03-04
27,2015-02-11,sh.600519,182.4,184.25,182.08,183.15,182.88,2289479,420358864.0,0.20048,0.1476,14.17074,4.29123,6.694849,365.957233,185.01,185.52,187.03,184.05,-0.8921,2015-03-05
28,2015-02-12,sh.600519,183.99,184.49,182.01,183.57,183.15,2505098,458818624.0,0.219361,0.2293,14.203237,4.301071,6.710201,366.796447,185.35,183.62,186.48,183.27,-1.0242,2015-03-06
29,2015-02-13,sh.600519,184.11,184.5,181.4,182.49,183.57,4012705,734977408.0,0.351376,-0.5883,14.119675,4.275767,6.670723,364.638468,185.8,191.56,192.99,183.8,4.3241,2015-03-09
30,2015-02-16,sh.600519,182.54,183.63,181.22,183.31,182.49,3952108,722512096.0,0.34607,0.4493,14.18312,4.294979,6.700697,366.276933,190.94,187.83,191.5,187.28,-1.9472,2015-03-10
31,2015-02-17,sh.600519,183.55,183.89,181.91,182.22,183.31,3417255,624854080.0,0.299235,-0.5946,14.098784,4.26944,6.660854,364.098973,187.83,191.98,193.0,187.8,2.2094,2015-03-11
32,2015-02-25,sh.600519,183.0,185.7,181.11,183.96,182.22,5993512,1104113264.0,0.524827,0.9549,14.233412,4.310209,6.724457,367.575717,193.0,192.75,195.99,191.4,0.4011,2015-03-12
33,2015-02-26,sh.600519,183.8,188.39,183.55,186.64,183.96,6229772,1163369600.0,0.545515,1.4568,14.44077,4.373002,6.822422,372.930701,192.7,189.91,193.9,188.58,-1.4734,2015-03-13
34,2015-02-27,sh.600519,186.9,194.5,186.8,191.05,186.64,6337094,1217723184.0,0.554913,2.3628,14.781982,4.476329,6.983625,381.742448,190.06,193.76,194.5,187.01,2.0273,2015-03-16
35,2015-03-02,sh.600519,190.8,193.8,189.0,190.73,191.05,3109870,592027088.0,0.272318,-0.1675,14.757223,4.468831,6.971927,381.103047,194.99,196.77,198.69,194.89,1.5535,2015-03-17
36,2015-03-03,sh.600519,189.3,192.0,185.16,185.95,190.73,4299960,812905776.0,0.37653,-2.5062,14.387383,4.356835,6.7972,371.551992,196.8,199.45,199.99,195.52,1.362,2015-03-18
37,2015-03-04,sh.600519,186.99,188.01,184.6,187.19,185.95,4066223,757815040.0,0.356062,0.6668,14.483325,4.385888,6.842527,374.029672,198.54,195.28,198.99,194.06,-2.0907,2015-03-19
38,2015-03-05,sh.600519,185.01,187.03,184.05,185.52,187.19,3620624,670609776.0,0.317043,-0.8921,14.354113,4.34676,6.781482,370.692797,194.2,193.15,194.99,190.88,-1.0907,2015-03-20
39,2015-03-06,sh.600519,185.35,186.48,183.27,183.62,185.52,2547066,471454752.0,0.223036,-1.0242,14.207105,4.302243,6.712029,366.896353,194.67,195.08,196.75,193.2,0.9992,2015-03-23
40,2015-03-09,sh.600519,185.8,192.99,183.8,191.56,183.62,4348603,815432192.0,0.380789,4.3241,14.821442,4.488278,7.002267,382.761493,195.3,195.69,197.44,192.1,0.3127,2015-03-24
41,2015-03-10,sh.600519,190.94,191.5,187.28,187.83,191.56,2963706,561292480.0,0.259519,-1.9472,14.532843,4.400884,6.865921,375.308474,193.0,192.78,195.1,192.06,-1.487,2015-03-25
42,2015-03-11,sh.600519,187.83,193.0,187.8,191.98,187.83,4058339,778418704.0,0.355372,2.2094,14.853938,4.498119,7.01762,383.600707,193.55,198.56,199.9,192.0,2.9982,2015-03-26
43,2015-03-12,sh.600519,193.0,195.99,191.4,192.75,191.98,3849640,747203168.0,0.337097,0.4011,14.913515,4.51616,7.045766,385.139266,198.0,194.55,198.56,192.95,-2.0195,2015-03-27
44,2015-03-13,sh.600519,192.7,193.9,188.58,189.91,192.75,2547927,486997360.0,0.223111,-1.4734,14.693777,4.449618,6.941953,379.464581,194.68,196.77,198.95,193.1,1.1411,2015-03-30
45,2015-03-16,sh.600519,190.06,194.5,187.01,193.76,189.91,3116097,597313680.0,0.272864,2.0273,14.991661,4.539824,7.082686,387.157376,196.68,195.96,200.77,194.02,-0.4116,2015-03-31
46,2015-03-17,sh.600519,194.99,198.69,194.89,196.77,193.76,4590408,903712736.0,0.401963,1.5535,15.224551,4.610349,7.192713,393.171743,196.03,195.34,197.56,194.48,-0.3164,2015-04-01
